Month,economy,remittances,ban,supply,Email,informal sector,informal market,black market,foreign currency,Email_file1,foreign currency_file2,foreign trade,oil,loan,Email_file2,debt,debt(2),livestock,loans,Email_file3,debts,debts(2),corruption,bribes,Email_file4,contract,smuggle,smuggler,business,Email_file5,suspension,freeze,fuel,foreign,Email_file6,foreign_file7,investor,tariff,warehouse,Email_file7,warehouse_file8,customs,customs(2),licence,Email_file8,licence_file9,shipment,shipment(2),shipment(3),Email_file9,money,Email_file10,supply_file11,demand,GDP,investment,Email_file11,restriction,employment,employment(2),employment(3),Email_file12,restrictions,restrictions(2),restrictions(3),unemployment,Email_file13,currency,labour market,market,exchange rate,Email_file14,tax,taxes,good,good(2),Email_file15,levels of production,seasonal work,seasonal work(2),temporary work,Email_file16,sanctions,diaspora network,diaspora,import,Email_file17,export,trade,local economy,trader,Email_file18
2005-06,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-07,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-08,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-09,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-10,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-11,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2005-12,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-01,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-02,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-03,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-04,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-05,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-06,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-07,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-08,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-09,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-10,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-11,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2006-12,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-01,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-02,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-03,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-04,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-05,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-06,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-07,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-08,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-09,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-10,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-11,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2007-12,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-01,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-02,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-03,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-04,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-05,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-06,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
2008-07,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0
