Month,governorate,governorate(2),province,province(2),Email,province_file1,state,civil,civil(2),Email_file1,civil_file2,society,Email_file2
2016-08,0.0,0.0,0.0,0.0,9,0.0,13,10,12,19,10,0,19
2016-09,0.0,0.0,0.0,0.0,5,0.0,12,11,7,11,11,0,11
2016-10,0.0,0.0,0.0,0.0,10,0.0,12,9,9,23,9,0,23
2016-11,0.0,0.0,0.0,0.0,10,0.0,14,0,0,23,0,0,23
2016-12,0.0,0.0,0.0,0.0,8,0.0,10,6,8,18,6,6,18
2017-01,0.0,0.0,0.0,0.0,8,0.0,9,0,6,19,0,0,19
2017-02,0.0,0.0,0.0,0.0,9,0.0,10,8,7,20,8,6,20
2017-03,0.0,0.0,0.0,0.0,7,0.0,15,5,6,15,5,4,15
2017-04,0.0,0.0,0.0,0.0,8,0.0,9,5,5,17,5,0,17
2017-05,0.0,0.0,0.0,0.0,8,0.0,13,6,6,19,6,4,19
2017-06,0.0,0.0,0.0,0.0,5,0.0,9,5,5,12,5,6,12
2017-07,0.0,0.0,0.0,0.0,8,0.0,14,6,5,18,6,0,18
2017-08,0.0,0.0,0.0,0.0,8,0.0,10,4,4,19,4,5,19
2017-09,0.0,0.0,0.0,0.0,6,0.0,11,0,0,13,0,0,13
2017-10,0.0,0.0,0.0,0.0,7,0.0,11,5,5,15,5,4,15
2017-11,0.0,0.0,0.0,0.0,8,0.0,14,8,8,18,8,7,18
2017-12,0.0,0.0,0.0,0.0,8,0.0,12,4,4,17,4,6,17
2018-01,0.0,0.0,0.0,0.0,6,0.0,7,4,4,14,4,4,14
2018-02,0.0,0.0,0.0,0.0,6,0.0,7,5,5,13,5,2,13
2018-03,0.0,0.0,0.0,0.0,9,0.0,9,7,7,20,7,0,20
2018-04,0.0,0.0,0.0,0.0,8,0.0,9,5,6,18,5,6,18
2018-05,0.0,0.0,0.0,0.0,7,0.0,14,7,7,15,7,4,15
2018-06,0.0,0.0,0.0,0.0,7,0.0,11,4,4,15,4,0,15
2018-07,0.0,0.0,0.0,0.0,8,0.0,9,6,6,18,6,0,18
2018-08,0.0,0.0,0.0,0.0,8,0.0,11,4,3,19,4,2,19
2018-09,0.0,0.0,0.0,0.0,7,0.0,8,5,5,16,5,3,16
2018-10,0.0,0.0,0.0,0.0,7,0.0,10,6,4,16,6,4,16
2018-11,0.0,0.0,0.0,0.0,7,0.0,11,5,5,17,5,4,17
2018-12,0.0,0.0,0.0,0.0,6,0.0,13,5,5,13,5,3,13
2019-01,0.0,0.0,0.0,0.0,6,0.0,11,5,4,14,5,3,14
2019-02,0.0,0.0,0.0,0.0,9,0.0,11,6,4,20,6,4,20
2019-03,0.0,0.0,0.0,0.0,9,0.0,11,4,3,19,4,4,19
2019-04,0.0,0.0,0.0,0.0,10,0.0,13,5,4,21,5,4,21
2019-05,0.0,0.0,0.0,0.0,12,0.0,11,5,4,26,5,3,26
2019-06,0.0,0.0,0.0,0.0,9,0.0,9,4,4,20,4,3,20
2019-07,0.0,0.0,0.0,0.0,9,0.0,10,6,5,21,6,4,21
2019-08,0.0,0.0,0.0,0.0,9,0.0,13,5,5,19,5,3,19
2019-09,0.0,0.0,0.0,0.0,8,0.0,13,5,5,18,5,4,18
2019-10,0.0,0.0,0.0,0.0,8,0.0,11,4,4,19,4,4,19
2019-11,0.0,0.0,0.0,0.0,8,0.0,13,5,7,19,5,4,19
2019-12,0.0,0.0,0.0,0.0,7,0.0,11,3,4,15,3,3,15
2020-01,0.0,0.0,0.0,0.0,8,0.0,9,4,4,17,4,3,17
2020-02,0.0,0.0,0.0,0.0,9,0.0,10,3,3,19,3,4,19
2020-03,0.0,0.0,0.0,1.0,9,0.0,12,4,5,20,4,3,20
2020-04,0.0,0.0,0.0,0.0,8,0.0,13,4,4,18,4,2,18
2020-05,0.0,0.0,0.0,0.0,8,0.0,10,4,4,18,4,2,18
2020-06,0.0,0.0,0.0,0.0,10,0.0,9,5,5,22,5,3,22
2020-07,0.0,0.0,0.0,0.0,10,0.0,11,4,4,23,4,2,23
2020-08,0.0,0.0,0.0,0.0,9,0.0,12,6,5,20,6,3,20
2020-09,0.0,0.0,0.0,0.0,9,0.0,11,4,5,20,4,3,20
2020-10,0.0,0.0,0.0,0.0,9,0.0,10,4,4,21,4,2,21
2020-11,0.0,0.0,0.0,0.0,8,0.0,11,4,4,17,4,4,17
2020-12,0.0,0.0,0.0,0.0,8,0.0,11,5,6,18,5,4,18
2021-01,0.0,0.0,0.0,0.0,7,0.0,10,5,5,16,5,3,16
2021-02,0.0,0.0,0.0,0.0,7,0.0,9,4,4,16,4,4,16
2021-03,0.0,0.0,0.0,0.0,7,0.0,12,4,4,16,4,4,16
2021-04,0.0,0.0,0.0,0.0,6,0.0,12,4,5,14,4,1,14
2021-05,0.0,0.0,0.0,0.0,6,0.0,10,4,4,14,4,2,14
2021-06,0.0,0.0,0.0,0.0,7,0.0,13,4,4,16,4,3,16
2021-07,0.0,0.0,0.0,0.0,6,0.0,12,3,4,13,3,2,13
2021-08,0.0,0.0,0.0,0.0,6,0.0,13,3,3,15,3,3,15
2021-09,0.0,0.5,0.0,0.0,6,0.0,12,4,4,14,4,3,14
2021-10,0.0,0.0,0.0,0.0,6,0.0,10,3,3,13,3,3,13
2021-11,0.0,0.0,0.0,0.0,7,0.0,12,2,3,15,2,3,15
2021-12,0.0,0.0,0.0,0.0,5,0.0,11,3,3,12,3,3,12
2022-01,0.0,0.0,0.0,0.0,6,0.0,13,4,4,14,4,2,14
2022-02,0.0,0.0,0.0,0.5,6,0.0,13,4,4,14,4,3,14
2022-03,0.0,0.0,0.5,0.5,7,0.5,15,4,3,16,4,4,16
2022-04,0.0,0.0,0.5,0.0,7,0.5,13,4,4,16,4,3,16
2022-05,0.0,0.0,0.5,0.5,7,0.5,12,3,3,16,3,3,16
2022-06,0.0,0.0,0.0,0.0,8,0.0,11,3,3,17,3,3,17
2022-07,0.0,0.0,0.0,0.5,7,0.0,12,3,3,15,3,3,15
2022-08,0.0,0.0,0.0,0.0,8,0.0,13,3,3,17,3,3,17
2022-09,0.0,0.0,0.0,0.0,9,0.0,13,4,3,19,4,4,19
2022-10,0.0,0.0,0.5,0.5,8,1.0,12,3,3,18,3,3,18
2022-11,0.0,0.0,0.0,0.5,8,0.0,11,3,3,19,3,4,19
2022-12,0.0,0.0,0.5,0.5,5,1.0,10,3,3,11,3,2,11
2023-01,0.0,0.0,0.0,0.5,5,0.0,12,3,3,12,3,4,12
2023-02,0.0,0.0,0.0,0.5,6,0.0,12,3,3,14,3,3,14
2023-03,0.0,0.0,0.0,0.5,6,0.0,10,3,3,13,3,3,13
2023-04,0.0,0.0,0.5,0.0,5,1.0,10,2,2,11,2,2,11
2023-05,0.0,0.0,0.5,0.5,7,1.0,11,3,3,16,3,3,16
2023-06,0.0,0.0,0.0,0.5,7,0.0,11,3,4,16,3,3,16
2023-07,0.0,0.0,0.5,0.5,6,1.0,11,4,4,13,4,3,13
2023-08,0.0,0.0,0.5,0.5,7,1.0,12,7,7,15,7,3,15
2023-09,0.0,0.0,0.5,0.5,6,1.0,11,5,5,15,5,3,15
2023-10,0.0,0.0,0.5,0.5,6,1.0,10,2,2,13,2,3,13
2023-11,0.0,0.0,0.5,0.5,7,1.0,12,3,3,15,3,3,15
2023-12,0.0,0.0,0.5,0.5,5,1.0,13,3,3,12,3,3,12
2024-01,0.0,0.0,0.5,0.5,5,0.5,12,3,2,12,3,3,12
2024-02,0.0,0.0,0.5,0.5,6,0.5,11,3,3,13,3,3,13
2024-03,0.0,0.0,0.0,0.0,5,0.0,12,3,3,12,3,2,12
2024-04,0.0,0.0,0.5,0.5,5,1.0,11,6,6,11,6,1,11
2024-05,0.0,0.0,0.5,0.5,5,0.5,12,8,8,12,8,2,12
2024-06,0.0,0.0,0.0,0.0,5,0.0,11,5,5,10,5,2,10
2024-07,0.0,0.0,0.0,0.0,5,0.0,10,2,3,12,2,2,12
2024-08,0.0,0.0,0.0,0.5,5,0.0,12,3,3,12,3,1,12
2024-09,0.0,0.0,0.5,0.5,6,1.0,13,3,3,13,3,2,13
2024-10,0.0,0.0,0.0,0.0,5,0.0,13,3,3,12,3,2,12
2024-11,0.0,0.0,0.0,0.0,6,0.0,12,3,3,13,3,2,13
2024-12,0.0,0.0,0.0,0.0,5,0.0,11,2,2,12,2,2,12
2025-01,0.0,0.0,0.0,0.5,6,0.0,10,3,3,14,3,3,14
2025-02,0.0,0.0,0.0,0.5,5,0.0,9,2,2,10,2,2,10
2025-03,0.0,0.0,0.0,0.0,5,0.0,9,2,2,11,2,2,11
2025-04,0.0,0.0,0.0,0.0,5,0.0,9,2,2,11,2,2,11
2025-05,0.0,0.0,0.0,0.0,5,0.0,8,3,3,11,3,2,11
2025-06,0.0,0.0,0.5,0.0,5,0.5,6,2,2,12,2,2,12
2025-07,0.0,0.0,0.0,0.0,5,0.0,8,3,3,11,3,2,11
2025-08,0.0,0.0,0.0,0.5,5,0.0,8,2,2,11,2,2,11
2025-09,0.5,0.0,0.5,0.5,5,0.5,8,3,3,10,3,2,10
