Month,supply,demand,GDP,investment,Email,foreign currency,foreign trade,oil,loan,Email_file1,debt,debt(2),livestock,loans,Email_file2,debts,debts(2),corruption,bribes,Email_file3,contract,smuggle,smuggler,business,Email_file4,suspension,freeze,fuel,foreign,Email_file5,foreign_file6,investor,tariff,warehouse,Email_file6,warehouse_file7,customs,customs(2),licence,Email_file7,licence_file8,shipment,shipment(2),shipment(3),Email_file8,money,Email_file9,restriction,employment,employment(2),employment(3),Email_file10,restrictions,restrictions(2),restrictions(3),unemployment,Email_file11,currency,labour market,market,exchange rate,Email_file12,tax,taxes,good,good(2),Email_file13,levels of production,seasonal work,seasonal work(2),temporary work,Email_file14,sanctions,diaspora network,diaspora,import,Email_file15,export,trade,local economy,trader,Email_file16,informal sector,informal market,black market,foreign currency_file17,Email_file17,economy,remittances,ban,supply_file18,Email_file18
2004-11,0,0,0,0,0,0.0,0.0,53,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,72,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,95,56,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0
2004-12,0,0,0,0,57,0.0,0.0,0,0,57,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0.0,57,0,0.0,0.0,71,27,0.0,0,0,0,45,0,0.0,0.0,0.0,45,0,0,0,0,57,0,0.0,0.0,0.0,57,0,57,0.0,0,0,0,57,0.0,0.0,0.0,0.0,57,0,0.0,0,0,57,0,0.0,0,0,57,0.0,0.0,0.0,0.0,57,0.0,0.0,0.0,0,57,0,0,0.0,0.0,57,0.0,0,0.0,0.0,57,0,0.0,0,0,25
2005-01,0,0,0,0,59,0.0,0.0,0,0,59,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0.0,59,0,0.0,0.0,83,28,0.0,0,0,0,47,0,0.0,0.0,0.0,47,0,0,0,0,59,0,0.0,0.0,0.0,59,0,59,0.0,0,0,0,59,0.0,0.0,0.0,0.0,59,0,0.0,65,0,59,0,0.0,0,0,59,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0,0,59,0,67,0.0,0.0,59,0.0,0,0.0,0.0,59,0,0.0,0,0,26
2005-02,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,52,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,51,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0
2005-03,0,0,0,55,56,0.0,0.0,0,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,56,0,0.0,0.0,84,26,0.0,0,0,0,44,0,0.0,0.0,0.0,44,0,0,0,0,56,0,0.0,0.0,0.0,56,51,56,0.0,0,0,0,56,0.0,0.0,0.0,0.0,56,0,0.0,93,0,56,0,0.0,48,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0,56,0,58,0.0,0.0,56,0.0,0,0.0,0.0,56,0,0.0,0,0,25
2005-04,0,0,0,0,0,0.0,0.0,40,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,77,0,0.0,0,0,52,0,52,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,88,0,0,0,0.0,49,47,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,25,0.0,0,0,0
2005-05,0,0,0,37,56,0.0,0.0,38,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,56,0,0.0,0.0,62,26,0.0,0,0,0,44,0,0.0,0.0,0.0,44,0,0,0,0,56,0,0.0,0.0,0.0,56,0,56,0.0,0,0,0,56,0.0,0.0,0.0,0.0,56,35,0.0,70,0,56,0,0.0,42,58,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0,56,52,56,0.0,0.0,56,0.0,0,0.0,0.0,56,0,0.0,0,0,25
2005-06,0,0,0,0,51,0.0,0.0,0,0,51,0.0,0.0,0.0,33.0,51,0.0,0.0,0.0,0.0,51,0,0.0,0.0,78,24,0.0,0,0,0,40,0,0.0,0.0,0.0,40,0,0,0,0,51,0,0.0,0.0,0.0,51,0,51,0.0,0,0,0,51,0.0,0.0,0.0,0.0,51,52,0.0,47,0,51,0,0.0,0,0,51,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,39,51,0,84,0.0,0.0,51,0.0,0,0.0,0.0,51,0,0.0,0,0,23
2005-07,0,0,0,0,37,0.0,0.0,0,0,37,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,37,0,0.0,0.0,100,17,0.0,0,0,31,29,31,0.0,0.0,0.0,29,0,0,0,0,37,0,0.0,0.0,0.0,37,0,37,0.0,0,0,0,37,0.0,0.0,0.0,0.0,37,0,0.0,51,33,37,0,0.0,0,0,37,0.0,0.0,0.0,35.0,37,0.0,0.0,0.0,31,37,35,74,0.0,0.0,37,0.0,0,0.0,0.0,37,0,0.0,0,0,16
2005-08,0,0,0,0,48,0.0,0.0,31,0,48,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,48,0,0.0,0.0,74,22,0.0,0,0,0,38,0,0.0,0.0,0.0,38,0,0,0,0,48,0,0.0,0.0,0.0,48,0,48,0.0,0,0,0,48,0.0,0.0,0.0,0.0,48,33,0.0,68,0,48,0,0.0,43,39,48,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0,48,41,31,0.0,0.0,48,0.0,0,0.0,0.0,48,0,0.0,0,0,21
2005-09,0,0,0,41,38,0.0,0.0,0,0,38,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,38,0,0.0,0.0,52,18,0.0,0,0,0,30,0,0.0,0.0,0.0,30,0,0,0,0,38,0,0.0,0.0,0.0,38,0,38,0.0,0,0,0,38,0.0,0.0,0.0,0.0,38,0,0.0,98,0,38,0,0.0,37,0,38,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0,38,0,0,0.0,0.0,38,0.0,0,0.0,0.0,38,0,0.0,0,0,17
2005-10,0,0,0,45,62,0.0,0.0,45,0,62,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0.0,62,0,0.0,16.0,64,29,0.0,0,0,0,49,0,0.0,0.0,0.0,49,0,0,0,0,62,0,0.0,0.0,0.0,62,40,62,0.0,0,0,0,62,0.0,0.0,0.0,0.0,62,35,0.0,0,0,62,0,0.0,0,0,62,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0,62,37,53,0.0,0.0,62,0.0,0,0.0,0.0,62,0,0.0,0,0,28
2005-11,0,0,0,0,0,0.0,0.0,36,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,46,0,0.0,0,0,38,0,38,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,54,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,42,0.0,54,0,0,0,0.0,0,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,44,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0
2005-12,0,0,0,0,35,0.0,0.0,40,0,35,29.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,35,0,0.0,0.0,61,16,0.0,0,0,0,27,0,0.0,0.0,0.0,27,0,0,0,0,35,0,0.0,0.0,0.0,35,0,35,0.0,0,0,0,35,0.0,0.0,0.0,0.0,35,42,0.0,50,0,35,0,0.0,38,40,35,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0,35,36,0,0.0,0.0,35,0.0,0,0.0,0.0,35,0,0.0,0,0,16
2006-01,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,63,0,0.0,0,0,30,0,30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,58,0.0,48,0,0,0,0.0,0,34,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,38,33,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0
2006-02,30,0,0,40,56,0.0,0.0,0,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,56,0,0.0,0.0,64,26,0.0,0,0,44,44,44,0.0,0.0,0.0,44,0,0,0,0,56,0,0.0,0.0,0.0,56,0,56,0.0,0,0,0,56,0.0,0.0,0.0,0.0,56,35,0.0,56,0,56,0,0.0,41,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0,56,0,44,0.0,0.0,56,0.0,0,0.0,0.0,56,13,0.0,0,14,25
2006-03,29,28,0,0,0,0.0,0.0,37,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,77,0,0.0,0,0,29,0,29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,35,0.0,36,0,0,0,0.0,44,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,31,33,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,13,0
2006-04,0,0,0,32,41,0.0,0.0,29,0,41,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,41,0,0.0,0.0,86,19,0.0,0,0,22,32,22,0.0,0.0,0.0,32,0,0,0,0,41,0,0.0,0.0,0.0,41,33,41,0.0,32,0,0,41,0.0,0.0,0.0,0.0,41,30,0.0,83,0,41,0,0.0,35,26,41,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,26,41,35,42,0.0,0.0,41,0.0,0,0.0,0.0,41,19,0.0,0,0,18
2006-05,25,0,0,26,52,0.0,0.0,0,0,52,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,52,0,0.0,0.0,67,24,0.0,0,0,0,41,0,0.0,0.0,0.0,41,0,0,0,0,52,0,0.0,0.0,0.0,52,40,52,0.0,0,0,0,52,0.0,0.0,0.0,0.0,52,41,0.0,68,23,52,0,0.0,0,0,52,0.0,0.0,0.0,0.0,52,0.0,0.0,0.0,0,52,36,30,0.0,0.0,52,0.0,0,0.0,0.0,52,0,0.0,0,11,23
2006-06,0,0,0,0,56,0.0,0.0,21,0,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,56,0,0.0,0.0,81,26,0.0,0,0,34,44,34,0.0,0.0,0.0,44,0,0,0,0,56,0,0.0,0.0,0.0,56,30,56,0.0,0,0,0,56,0.0,0.0,0.0,0.0,56,29,0.0,57,22,56,0,0.0,0,33,56,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0,56,27,48,0.0,0.0,56,0.0,0,0.0,0.0,56,0,0.0,0,0,25
2006-07,19,0,0,26,42,0.0,0.0,34,0,42,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,42,0,0.0,0.0,74,20,0.0,0,0,16,33,16,0.0,0.0,0.0,33,0,0,0,0,42,0,0.0,0.0,0.0,42,29,42,0.0,0,0,26,42,0.0,0.0,0.0,0.0,42,35,0.0,58,0,42,0,0.0,35,37,42,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,20,42,27,38,0.0,0.0,42,0.0,0,0.0,0.0,42,10,0.0,0,8,19
2006-08,0,0,0,42,48,0.0,0.0,18,0,48,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,48,0,0.0,0.0,56,23,0.0,0,0,21,38,21,0.0,0.0,0.0,38,0,0,0,0,48,0,0.0,0.0,0.0,48,29,48,0.0,0,0,0,48,0.0,0.0,0.0,0.0,48,48,0.0,73,0,48,0,0.0,47,38,48,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,30,48,31,33,0.0,0.0,48,0.0,0,0.0,0.0,48,7,0.0,0,0,22
2006-09,0,0,0,0,21,0.0,0.0,25,0,21,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,21,0,0.0,0.0,55,10,0.0,0,0,32,16,32,0.0,0.0,0.0,16,0,0,0,0,21,0,0.0,0.0,0.0,21,26,21,0.0,0,0,22,21,0.0,0.0,0.0,0.0,21,39,0.0,60,27,21,0,0.0,41,41,21,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,27,21,38,48,0.0,0.0,21,0.0,0,0.0,0.0,21,0,0.0,0,0,9
2006-10,0,0,0,0,30,0.0,0.0,24,0,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0.0,0.0,65,14,0.0,0,0,25,23,25,0.0,0.0,0.0,23,0,0,0,0,30,0,0.0,0.0,0.0,30,34,30,0.0,0,0,0,30,0.0,0.0,0.0,0.0,30,44,0.0,38,0,30,0,0.0,23,22,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,20,30,21,36,0.0,0.0,30,0.0,0,0.0,0.0,30,0,0.0,0,0,13
2006-11,17,0,0,0,55,0.0,0.0,18,15,55,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,0.0,55,0,0.0,0.0,58,26,0.0,0,0,22,44,22,0.0,0.0,0.0,44,0,0,0,0,55,0,0.0,0.0,0.0,55,27,55,0.0,0,0,0,55,0.0,0.0,0.0,0.0,55,47,0.0,52,0,55,0,0.0,35,43,55,0.0,0.0,0.0,0.0,55,0.0,0.0,0.0,20,55,23,33,0.0,0.0,55,0.0,0,0.0,0.0,55,8,0.0,0,8,25
2006-12,21,14,0,0,31,0.0,0.0,23,0,31,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,31,0,0.0,0.0,58,15,0.0,0,0,19,25,19,0.0,0.0,0.0,25,0,0,0,0,31,0,0.0,0.0,0.0,31,38,31,0.0,0,0,0,31,0.0,0.0,0.0,0.0,31,39,0.0,55,0,31,16,0.0,31,36,31,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,19,31,0,35,0.0,0.0,31,0.0,0,0.0,0.0,31,0,0.0,0,9,14
2007-01,15,0,0,18,41,0.0,0.0,15,0,41,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,0.0,41,0,0.0,0.0,48,19,0.0,0,0,23,32,23,0.0,0.0,0.0,32,0,0,0,0,41,0,0.0,0.0,0.0,41,40,41,0.0,0,0,0,41,0.0,0.0,0.0,0.0,41,41,0.0,44,14,41,0,0.0,26,20,41,0.0,0.0,0.0,0.0,41,0.0,0.0,0.0,23,41,0,28,0.0,0.0,41,0.0,0,0.0,0.0,41,9,0.0,0,7,18
2007-02,18,0,0,14,48,0.0,0.0,25,0,48,0.0,0.0,0.0,0.0,48,0.0,0.0,14.0,0.0,48,0,0.0,0.0,60,22,0.0,0,0,30,38,30,0.0,0.0,0.0,38,0,14,0,0,48,0,0.0,0.0,0.0,48,23,48,0.0,0,0,0,48,0.0,0.0,0.0,0.0,48,33,0.0,45,0,48,0,0.0,49,48,48,0.0,0.0,0.0,0.0,48,0.0,0.0,0.0,15,48,31,38,0.0,0.0,48,0.0,0,0.0,0.0,48,7,0.0,0,8,21
2007-03,0,0,0,17,30,0.0,0.0,25,0,30,0.0,0.0,0.0,0.0,30,0.0,0.0,14.0,0.0,30,0,0.0,0.0,59,14,0.0,0,0,26,24,26,0.0,0.0,0.0,24,0,0,0,0,30,0,0.0,0.0,0.0,30,24,30,0.0,0,0,0,30,0.0,0.0,0.0,0.0,30,24,0.0,55,0,30,0,0.0,33,38,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,14,30,20,34,0.0,0.0,30,0.0,0,0.0,0.0,30,7,0.0,0,0,13
2007-04,21,18,0,23,30,0.0,0.0,23,0,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,0,0.0,0.0,61,14,0.0,0,0,12,24,12,0.0,0.0,0.0,24,0,0,0,0,30,0,0.0,0.0,0.0,30,33,30,0.0,0,0,0,30,0.0,0.0,0.0,0.0,30,24,0.0,52,0,30,18,0.0,45,46,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,22,30,23,34,0.0,0.0,30,0.0,0,0.0,0.0,30,7,0.0,0,10,13
2007-05,16,0,0,17,30,0.0,0.0,16,0,30,0.0,0.0,0.0,0.0,30,0.0,0.0,15.0,0.0,30,0,0.0,0.0,63,14,0.0,0,0,19,24,19,0.0,0.0,0.0,24,0,0,0,0,30,0,0.0,0.0,0.0,30,30,30,13.0,12,0,0,30,0.0,0.0,0.0,0.0,30,36,0.0,49,0,30,18,0.0,30,25,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,22,30,30,39,0.0,0.0,30,0.0,0,0.0,0.0,30,5,0.0,0,7,13
2007-06,16,0,23,23,42,0.0,0.0,19,0,42,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,42,0,0.0,0.0,64,20,0.0,0,0,15,33,15,0.0,0.0,0.0,33,0,11,0,0,42,0,0.0,0.0,0.0,42,22,42,0.0,0,0,0,42,0.0,0.0,0.0,0.0,42,23,0.0,48,0,42,18,0.0,32,31,42,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,21,42,28,20,0.0,0.0,42,0.0,0,0.0,0.0,42,0,0.0,0,7,19
2007-07,14,0,0,57,29,0.0,0.0,26,0,29,0.0,0.0,0.0,0.0,29,0.0,0.0,11.0,0.0,29,0,0.0,0.0,57,14,0.0,0,0,30,23,30,0.0,0.0,0.0,23,0,0,0,0,29,0,0.0,0.0,0.0,29,26,29,0.0,0,0,0,29,0.0,0.0,0.0,0.0,29,31,0.0,52,15,29,14,0.0,41,39,29,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,21,29,29,38,0.0,0.0,29,0.0,0,0.0,0.0,29,5,0.0,0,6,13
2007-08,21,0,0,21,32,0.0,0.0,24,14,32,0.0,0.0,0.0,0.0,32,0.0,0.0,11.0,0.0,32,5,0.0,0.0,55,15,0.0,0,0,26,25,26,0.0,0.0,0.0,25,0,0,0,0,32,0,0.0,0.0,0.0,32,29,32,0.0,9,0,0,32,0.0,0.0,0.0,0.0,32,32,0.0,51,0,32,11,0.0,29,33,32,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,15,32,31,22,0.0,0.0,32,0.0,0,0.0,0.0,32,8,0.0,0,9,14
2007-09,0,0,0,15,31,0.0,0.0,22,13,31,0.0,10.0,0.0,0.0,31,0.0,0.0,0.0,0.0,31,5,0.0,0.0,54,15,0.0,0,0,19,24,19,0.0,0.0,0.0,24,0,0,0,0,31,0,0.0,0.0,0.0,31,34,31,0.0,11,13,0,31,0.0,0.0,0.0,0.0,31,35,0.0,43,0,31,18,0.0,41,38,31,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,17,31,24,21,0.0,0.0,31,0.0,0,0.0,0.0,31,6,0.0,0,0,14
2007-10,11,0,0,0,29,0.0,0.0,20,12,29,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,29,0,0.0,0.0,41,14,0.0,0,0,16,23,16,0.0,0.0,0.0,23,0,0,0,0,29,0,0.0,0.0,0.0,29,32,29,0.0,0,0,0,29,0.0,0.0,0.0,0.0,29,29,0.0,55,11,29,0,0.0,37,29,29,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,17,29,28,27,0.0,0.0,29,0.0,0,0.0,0.0,29,10,0.0,0,5,13
2007-11,18,0,0,12,36,0.0,0.0,27,0,36,0.0,0.0,0.0,0.0,36,0.0,0.0,9.0,0.0,36,0,0.0,0.0,59,17,0.0,0,0,18,28,18,0.0,0.0,0.0,28,0,0,0,0,36,0,0.0,0.0,0.0,36,34,36,0.0,8,0,0,36,0.0,0.0,0.0,0.0,36,27,0.0,55,15,36,15,0.0,34,35,36,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,14,36,23,30,0.0,0.0,36,0.0,0,0.0,0.0,36,6,0.0,0,8,16
2007-12,16,0,0,15,37,0.0,0.0,28,10,37,0.0,0.0,0.0,0.0,37,0.0,0.0,9.0,0.0,37,6,0.0,0.0,45,17,0.0,0,0,22,29,22,0.0,0.0,0.0,29,0,0,0,0,37,0,0.0,0.0,0.0,37,25,37,0.0,0,0,0,37,0.0,0.0,0.0,0.0,37,42,0.0,56,12,37,14,0.0,40,38,37,0.0,0.0,0.0,0.0,37,0.0,0.0,0.0,16,37,18,34,0.0,0.0,37,0.0,0,0.0,0.0,37,10,0.0,0,7,17
2008-01,20,8,0,19,30,0.0,0.0,28,7,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,30,3,0.0,0.0,53,14,0.0,0,0,22,24,22,0.0,0.0,0.0,24,0,0,0,0,30,0,0.0,0.0,0.0,30,43,30,9.0,10,0,8,30,0.0,0.0,0.0,0.0,30,43,0.0,45,0,30,0,0.0,37,34,30,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,21,30,23,30,0.0,0.0,30,0.0,0,0.0,0.0,30,6,0.0,0,9,14
